#k_size_bessel = 25000
#tau_size_selection = 50
#Gaussian z1=1, z2= 1.5 (1e-06)
#rsd-rsd
#tau1      tau2         l(l+1)Dl(tau1,tau2)
#l = 64
13890.8     10233      1.40782e-08
13890.8     10324.5      -7.59079e-09
13890.8     10415.9      5.76541e-09
13890.8     10507.3      -1.42962e-09
13890.8     10598.8      -9.0208e-09
13890.8     10690.2      -1.65124e-08
13890.8     10781.7      1.28693e-08
13890.8     10873.1      1.49593e-08
13890.8     10964.6      -3.71385e-09
13890.8     11056      8.95804e-09
13890.8     11147.5      -4.02824e-10
13890.8     11238.9      -2.14337e-08
13890.8     11330.3      -3.34054e-08
13890.8     11421.8      3.81598e-08
13890.8     11513.2      -5.01791e-09
13890.8     11604.7      -9.52048e-09
13890.8     11696.1      1.05256e-08
13890.8     11787.6      7.21555e-08
13890.8     11879      -6.36034e-08
13890.8     11970.5      -6.34125e-08
13890.8     12061.9      3.68152e-09
13890.8     12153.4      -9.77479e-09
13890.8     12244.8      -4.83081e-08
13890.8     12336.2      9.53815e-08
13890.8     12427.7      1.42995e-07
13890.8     12519.1      -9.15645e-08
13890.8     12610.6      1.32895e-07
13890.8     12702      -2.18169e-07
13890.8     12793.5      -2.33692e-07
13890.8     12884.9      -3.83429e-09
13890.8     12976.4      4.13393e-09
13890.8     13067.8      -5.92782e-07
13890.8     13159.3      1.80293e-07
13890.8     13250.7      -7.22332e-07
13890.8     13342.1      7.03614e-07
13890.8     13433.6      -3.15284e-07
13890.8     13525      4.68169e-07
13890.8     13616.5      2.92249e-06
13890.8     13707.9      3.41492e-07
13890.8     13799.4      -2.47364e-05
13890.8     13890.8      0.196528
13890.8     13982.3      -7.64911e-07
13890.8     14073.7      -2.00559e-06
13890.8     14165.2      -30.8116
13982.3     9684.33      -4.08441e-09
13982.3     9775.78      7.00213e-09
13982.3     9867.22      -7.48889e-09
13982.3     9958.67      7.11017e-09
13982.3     10050.1      -7.9439e-09
13982.3     10141.6      8.06237e-09
13982.3     10233      -7.28148e-09
13982.3     10324.5      4.87514e-09
13982.3     10415.9      -2.69228e-09
13982.3     10507.3      1.96867e-09
13982.3     10598.8      -5.96247e-09
13982.3     10690.2      8.56793e-09
13982.3     10781.7      -5.08377e-09
13982.3     10873.1      1.86198e-10
13982.3     10964.6      4.83848e-10
13982.3     11056      -3.18281e-10
13982.3     11147.5      6.86664e-09
13982.3     11238.9      -1.49404e-08
13982.3     11330.3      2.80336e-08
13982.3     11421.8      -3.65185e-08
13982.3     11513.2      3.77175e-08
13982.3     11604.7      -3.85819e-08
13982.3     11696.1      4.10058e-08
13982.3     11787.6      -3.68668e-08
13982.3     11879      2.15555e-08
13982.3     11970.5      2.78331e-09
13982.3     12061.9      -1.07898e-08
13982.3     12153.4      1.41333e-08
13982.3     12244.8      -3.29766e-08
13982.3     12336.2      6.05443e-08
13982.3     12427.7      -8.95918e-08
13982.3     12519.1      8.093e-08
13982.3     12610.6      -5.33351e-08
13982.3     12702      -3.58689e-09
13982.3     12793.5      5.74098e-10
13982.3     12884.9      5.5727e-08
13982.3     12976.4      -1.26225e-07
13982.3     13067.8      7.34912e-08
13982.3     13159.3      9.7034e-08
13982.3     13250.7      -2.12641e-07
13982.3     13342.1      3.39462e-07
13982.3     13433.6      -4.24332e-07
13982.3     13525      4.99261e-07
13982.3     13616.5      4.36306e-08
13982.3     13707.9      -1.23654e-06
13982.3     13799.4      -1.37712e-06
13982.3     13890.8      -7.64911e-07
13982.3     13982.3      0.250742
13982.3     14073.7      4.02605e-06
13982.3     14165.2      4.28063
14073.7     9684.33      4.08713e-09
14073.7     9775.78      -5.63373e-09
14073.7     9867.22      6.66714e-09
14073.7     9958.67      -7.87923e-09
14073.7     10050.1      8.45558e-09
14073.7     10141.6      -9.05545e-09
14073.7     10233      9.74946e-09
14073.7     10324.5      -8.98725e-09
14073.7     10415.9      8.56266e-09
14073.7     10507.3      -7.907e-09
14073.7     10598.8      5.37654e-09
14073.7     10690.2      -4.22364e-09
14073.7     10781.7      1.54456e-09
14073.7     10873.1      2.47335e-09
14073.7     10964.6      -6.41116e-09
14073.7     11056      1.06676e-08
14073.7     11147.5      -1.68957e-08
14073.7     11238.9      2.02091e-08
14073.7     11330.3      -2.26893e-08
14073.7     11421.8      2.86883e-08
14073.7     11513.2      -2.86754e-08
14073.7     11604.7      3.00032e-08
14073.7     11696.1      -3.50737e-08
14073.7     11787.6      2.92065e-08
14073.7     11879      -2.53876e-08
14073.7     11970.5      2.54173e-08
14073.7     12061.9      -8.61334e-09
14073.7     12153.4      -5.87803e-10
14073.7     12244.8      9.50151e-09
14073.7     12336.2      -3.52441e-08
14073.7     12427.7      5.59483e-08
14073.7     12519.1      -6.05826e-08
14073.7     12610.6      9.71238e-08
14073.7     12702      -1.05634e-07
14073.7     12793.5      1.0417e-07
14073.7     12884.9      -1.56965e-07
14073.7     12976.4      1.4038e-07
14073.7     13067.8      -1.25051e-07
14073.7     13159.3      2.0159e-07
14073.7     13250.7      -8.75613e-08
14073.7     13342.1      2.01638e-07
14073.7     13433.6      -2.71427e-07
14073.7     13525      -5.00459e-08
14073.7     13616.5      -1.01794e-07
14073.7     13707.9      -8.17573e-07
14073.7     13799.4      -1.48538e-07
14073.7     13890.8      -2.00559e-06
14073.7     13982.3      4.02605e-06
14073.7     14073.7      0.357388
14073.7     14165.2      1280.2
14165.2     9684.33      0.208569
14165.2     9775.78      -0.300351
14165.2     9867.22      0.38939
14165.2     9958.67      -0.47091
14165.2     10050.1      0.541456
14165.2     10141.6      -0.592089
14165.2     10233      0.620137
14165.2     10324.5      -0.618536
14165.2     10415.9      0.586367
14165.2     10507.3      -0.514779
14165.2     10598.8      0.407964
14165.2     10690.2      -0.258567
14165.2     10781.7      0.0751691
14165.2     10873.1      0.142653
14165.2     10964.6      -0.385615
14165.2     11056      0.652798
14165.2     11147.5      -0.921189
14165.2     11238.9      1.19283
14165.2     11330.3      -1.44283
14165.2     11421.8      1.6637
14165.2     11513.2      -1.82577
14165.2     11604.7      1.93069
14165.2     11696.1      -1.9403
14165.2     11787.6      1.85803
14165.2     11879      -1.65138
14165.2     11970.5      1.32571
14165.2     12061.9      -0.851741
14165.2     12153.4      0.241827
14165.2     12244.8      0.522081
14165.2     12336.2      -1.41989
14165.2     12427.7      2.44373
14165.2     12519.1      -3.59481
14165.2     12610.6      4.82869
14165.2     12702      -6.11906
14165.2     12793.5      7.46797
14165.2     12884.9      -8.73091
14165.2     12976.4      9.89483
14165.2     13067.8      -10.9026
14165.2     13159.3      11.6852
14165.2     13250.7      -11.9597
14165.2     13342.1      11.7866
14165.2     13433.6      -10.6698
14165.2     13525      8.2711
14165.2     13616.5      -3.88711
14165.2     13707.9      -3.59621
14165.2     13799.4      15.1868
14165.2     13890.8      -30.8116
14165.2     13982.3      4.28063
14165.2     14073.7      1280.2
14165.2     14165.2      1.3746e+13
K_MAX = 9.9996 
